,game_id,t,f0,f1,f2,a1,a2,r1,r2,aid1,aid2
109,5,9,1,0,0,1,1,2,2,10,11
110,5,10,0,0,0,1,1,2,2,10,11
111,5,11,1,0,1,1,1,2,2,10,11
112,5,12,1,1,0,1,1,2,2,10,11
113,5,13,0,0,0,1,1,2,2,10,11
114,5,14,0,0,0,1,1,2,2,10,11
115,5,15,0,0,0,1,1,2,2,10,11
116,5,16,1,0,0,1,1,2,2,10,11
117,5,17,1,1,0,1,1,2,2,10,11
118,5,18,0,0,0,1,1,2,2,10,11
119,5,19,1,1,0,1,1,2,2,10,11
120,6,0,1,0,0,1,0,1,0,12,13
121,6,1,0,0,0,0,0,1,1,12,13
122,6,2,0,0,0,1,0,1,0,12,13
123,6,3,0,0,0,0,0,1,1,12,13
124,6,4,0,0,0,1,0,1,0,12,13
125,6,5,0,0,0,0,0,1,1,12,13
126,6,6,1,0,0,1,0,1,0,12,13
127,6,7,1,0,1,0,1,0,1,12,13
128,6,8,0,0,0,1,1,2,2,12,13
129,6,9,1,1,0,0,1,0,1,12,13
130,6,10,0,0,0,1,1,2,2,12,13
131,6,11,0,0,0,0,1,0,1,12,13
132,6,12,0,0,0,1,1,2,2,12,13
133,6,13,0,0,0,0,1,0,1,12,13
134,6,14,1,0,0,1,1,2,2,12,13
135,6,15,0,0,0,0,1,0,1,12,13
136,6,16,0,1,0,1,1,2,2,12,13
137,6,17,0,1,1,0,0,1,1,12,13
138,6,18,0,0,0,1,0,1,0,12,13
139,6,19,0,0,0,0,0,1,1,12,13
140,7,0,0,0,1,1,1,2,2,14,15
141,7,1,0,0,0,1,1,2,2,14,15
142,7,2,0,0,0,1,1,2,2,14,15
143,7,3,1,0,0,1,1,2,2,14,15
144,7,4,1,0,0,1,1,2,2,14,15
145,7,5,0,0,1,1,0,1,0,14,15
146,7,6,1,0,0,1,1,2,2,14,15
147,7,7,0,0,0,1,1,2,2,14,15
148,7,8,1,0,0,1,1,2,2,14,15
149,7,9,0,0,0,1,1,2,2,14,15
150,7,10,0,0,0,1,1,2,2,14,15
151,7,11,0,1,0,1,1,2,2,14,15
152,7,12,1,1,0,1,1,2,2,14,15
153,7,13,0,0,0,1,1,2,2,14,15
154,7,14,1,1,0,1,1,2,2,14,15
155,7,15,0,1,0,1,1,2,2,14,15
156,7,16,1,0,0,1,1,2,2,14,15
157,7,17,0,1,0,1,1,2,2,14,15
158,7,18,0,0,0,1,1,2,2,14,15
159,7,19,0,0,0,1,1,2,2,14,15
160,8,0,0,1,0,0,1,0,1,16,17
161,8,1,1,0,0,1,1,2,2,16,17
162,8,2,1,0,0,1,1,2,2,16,17
163,8,3,1,0,0,1,1,2,2,16,17
164,8,4,0,0,0,0,1,0,1,16,17
165,8,5,0,0,0,0,0,1,1,16,17
166,8,6,0,0,0,0,0,1,1,16,17
167,8,7,1,0,0,0,1,0,1,16,17
168,8,8,0,0,0,0,0,1,1,16,17
169,8,9,1,0,0,0,1,0,1,16,17
170,8,10,0,0,0,0,0,1,1,16,17
171,8,11,0,0,0,0,0,1,1,16,17
172,8,12,0,0,0,0,0,1,1,16,17
173,8,13,0,0,0,0,0,1,1,16,17
174,8,14,1,0,0,0,1,0,1,16,17
175,8,15,0,0,0,0,0,1,1,16,17
176,8,16,1,0,0,0,1,0,1,16,17
177,8,17,0,0,0,0,0,1,1,16,17
178,8,18,1,0,0,0,1,0,1,16,17
179,8,19,0,0,0,0,0,1,1,16,17
180,9,0,0,0,0,1,1,2,2,18,19
181,9,1,1,0,0,1,1,2,2,18,19
182,9,2,0,0,0,1,1,2,2,18,19
183,9,3,1,0,0,1,1,2,2,18,19
184,9,4,0,0,0,1,1,2,2,18,19
185,9,5,0,0,0,1,1,2,2,18,19
186,9,6,1,0,0,1,1,2,2,18,19
187,9,7,0,0,1,1,0,1,0,18,19
188,9,8,1,0,0,1,1,2,2,18,19
189,9,9,0,0,0,1,1,2,2,18,19
190,9,10,1,0,0,1,1,2,2,18,19
191,9,11,0,0,0,1,1,2,2,18,19
192,9,12,1,1,1,1,0,1,0,18,19
193,9,13,1,0,0,1,1,2,2,18,19
194,9,14,0,0,0,1,1,2,2,18,19
195,9,15,1,0,0,1,1,2,2,18,19
196,9,16,1,0,0,1,1,2,2,18,19
197,9,17,0,0,0,1,1,2,2,18,19
198,9,18,0,0,0,1,1,2,2,18,19
199,9,19,0,1,0,1,1,2,2,18,19
200,10,0,0,0,0,1,1,2,2,20,21
201,10,1,0,0,0,1,1,2,2,20,21
202,10,2,1,0,0,1,1,2,2,20,21
203,10,3,1,0,0,1,1,2,2,20,21
204,10,4,0,0,0,1,1,2,2,20,21
205,10,5,0,1,0,1,1,2,2,20,21
206,10,6,1,1,0,1,1,2,2,20,21
207,10,7,0,0,0,1,1,2,2,20,21
208,10,8,0,0,1,1,1,2,2,20,21
209,10,9,0,0,0,1,1,2,2,20,21
210,10,10,1,0,0,1,1,2,2,20,21
211,10,11,1,0,0,1,1,2,2,20,21
212,10,12,1,0,0,1,1,2,2,20,21
213,10,13,0,0,0,1,1,2,2,20,21
214,10,14,0,1,0,1,1,2,2,20,21
215,10,15,0,0,0,1,1,2,2,20,21
216,10,16,0,1,0,1,1,2,2,20,21
217,10,17,0,0,1,1,1,2,2,20,21
218,10,18,1,0,0,1,1,2,2,20,21
219,10,19,0,0,0,1,1,2,2,20,21
220,11,0,1,0,1,1,1,2,2,22,23
221,11,1,0,0,0,1,1,2,2,22,23
222,11,2,0,0,0,1,1,2,2,22,23
223,11,3,0,0,0,1,1,2,2,22,23
224,11,4,0,0,0,1,1,2,2,22,23
225,11,5,0,0,0,1,1,2,2,22,23
226,11,6,0,0,0,1,1,2,2,22,23
227,11,7,0,0,0,1,1,2,2,22,23
228,11,8,0,0,0,1,1,2,2,22,23
229,11,9,0,0,0,1,1,2,2,22,23
230,11,10,0,0,0,1,1,2,2,22,23
231,11,11,1,0,0,1,1,2,2,22,23
232,11,12,1,1,0,1,1,2,2,22,23
233,11,13,0,0,0,1,1,2,2,22,23
234,11,14,0,0,0,1,1,2,2,22,23
235,11,15,0,0,0,1,1,2,2,22,23
236,11,16,0,0,0,1,1,2,2,22,23
237,11,17,0,0,0,1,1,2,2,22,23
238,11,18,1,0,0,1,1,2,2,22,23
239,11,19,0,0,1,1,1,2,2,22,23
240,12,0,0,0,0,1,1,2,2,24,25
241,12,1,0,0,0,1,1,2,2,24,25
242,12,2,0,0,0,1,1,2,2,24,25
243,12,3,0,0,0,1,1,2,2,24,25
244,12,4,0,0,0,1,1,2,2,24,25
245,12,5,0,1,0,1,1,2,2,24,25
246,12,6,1,0,0,1,1,2,2,24,25
247,12,7,0,0,1,1,1,2,2,24,25
248,12,8,0,0,0,1,1,2,2,24,25
249,12,9,1,0,0,1,1,2,2,24,25
250,12,10,1,0,0,1,1,2,2,24,25
251,12,11,0,0,1,1,1,2,2,24,25
252,12,12,1,0,0,1,1,2,2,24,25
253,12,13,0,0,0,1,1,2,2,24,25
254,12,14,1,0,0,1,1,2,2,24,25
255,12,15,0,0,0,1,1,2,2,24,25
256,12,16,0,0,0,1,1,2,2,24,25
257,12,17,0,0,0,1,1,2,2,24,25
258,12,18,0,0,0,1,1,2,2,24,25
259,12,19,0,0,0,1,1,2,2,24,25
260,13,0,0,1,0,1,1,2,2,26,27
261,13,1,0,0,0,1,1,2,2,26,27
262,13,2,0,0,0,1,1,2,2,26,27
263,13,3,0,0,0,1,1,2,2,26,27
264,13,4,0,0,0,1,1,2,2,26,27
265,13,5,0,0,0,1,1,2,2,26,27
266,13,6,1,0,0,1,1,2,2,26,27
267,13,7,1,0,0,1,1,2,2,26,27
268,13,8,0,0,0,1,1,2,2,26,27
269,13,9,0,0,0,1,1,2,2,26,27
270,13,10,0,0,0,1,1,2,2,26,27
271,13,11,0,0,0,1,1,2,2,26,27
272,13,12,0,0,0,1,1,2,2,26,27
273,13,13,0,0,0,1,1,2,2,26,27
274,13,14,0,0,0,1,1,2,2,26,27
275,13,15,0,0,0,1,1,2,2,26,27
276,13,16,0,0,0,1,1,2,2,26,27
277,13,17,0,0,0,1,1,2,2,26,27
278,13,18,0,0,0,1,1,2,2,26,27
279,13,19,0,0,0,1,1,2,2,26,27
280,14,0,0,0,0,1,0,1,0,28,29
281,14,1,1,0,0,0,1,0,1,28,29
282,14,2,1,0,0,1,0,1,0,28,29
283,14,3,1,1,0,0,1,0,1,28,29
284,14,4,1,1,0,1,0,1,0,28,29
285,14,5,1,0,0,0,1,0,1,28,29
286,14,6,1,1,0,1,0,1,0,28,29
287,14,7,1,0,0,0,1,0,1,28,29
288,14,8,0,0,0,1,0,1,0,28,29
289,14,9,0,1,0,0,1,0,1,28,29
290,14,10,1,0,1,0,0,1,1,28,29
291,14,11,0,0,0,0,1,0,1,28,29
292,14,12,0,0,0,1,0,1,0,28,29
293,14,13,1,0,0,0,1,0,1,28,29
294,14,14,1,0,0,1,0,1,0,28,29
295,14,15,0,0,0,0,1,0,1,28,29
296,14,16,0,0,0,1,0,1,0,28,29
297,14,17,0,0,0,0,1,0,1,28,29
298,14,18,1,0,0,1,0,1,0,28,29
299,14,19,1,1,0,0,1,0,1,28,29
300,15,0,1,0,0,1,1,2,2,30,31
301,15,1,0,0,0,1,1,2,2,30,31
302,15,2,0,0,0,1,1,2,2,30,31
303,15,3,0,0,0,1,1,2,2,30,31
304,15,4,1,1,0,1,1,2,2,30,31
305,15,5,1,0,0,1,1,2,2,30,31
306,15,6,0,0,0,1,1,2,2,30,31
307,15,7,1,0,0,1,1,2,2,30,31
308,15,8,0,0,0,1,1,2,2,30,31
309,15,9,1,0,0,1,1,2,2,30,31
310,15,10,1,0,0,1,1,2,2,30,31
311,15,11,0,0,1,1,1,2,2,30,31
312,15,12,1,0,0,1,1,2,2,30,31
313,15,13,0,0,0,1,1,2,2,30,31
314,15,14,1,0,0,1,1,2,2,30,31
315,15,15,0,0,0,1,1,2,2,30,31
316,15,16,1,1,0,1,1,2,2,30,31
317,15,17,1,1,0,1,1,2,2,30,31
318,15,18,1,0,0,1,1,2,2,30,31
319,15,19,1,0,0,1,1,2,2,30,31
320,16,0,0,0,0,0,1,0,1,32,33
321,16,1,0,0,0,1,0,1,0,32,33
322,16,2,0,0,0,0,1,0,1,32,33
323,16,3,0,0,1,0,1,0,1,32,33
324,16,4,1,0,0,1,1,2,2,32,33
325,16,5,0,0,0,1,1,2,2,32,33
326,16,6,0,0,1,0,0,1,1,32,33
327,16,7,0,0,0,0,0,1,1,32,33
328,16,8,0,0,0,0,0,1,1,32,33
329,16,9,0,0,0,0,0,1,1,32,33
330,16,10,0,0,0,0,0,1,1,32,33
331,16,11,1,0,0,0,1,0,1,32,33
332,16,12,1,1,0,1,1,2,2,32,33
333,16,13,1,0,0,1,1,2,2,32,33
334,16,14,1,0,0,1,1,2,2,32,33
335,16,15,1,0,0,1,1,2,2,32,33
336,16,16,0,0,0,1,1,2,2,32,33
337,16,17,0,0,0,1,1,2,2,32,33
338,16,18,0,0,0,1,1,2,2,32,33
339,16,19,0,0,0,1,1,2,2,32,33
340,17,0,1,0,0,1,0,1,0,34,35
341,17,1,1,1,0,0,1,0,1,34,35
342,17,2,1,0,0,1,0,1,0,34,35
343,17,3,0,0,0,0,1,0,1,34,35
344,17,4,0,0,0,1,0,1,0,34,35
345,17,5,0,1,1,0,0,1,1,34,35
346,17,6,1,1,0,1,0,1,0,34,35
347,17,7,1,0,0,0,1,0,1,34,35
348,17,8,1,1,0,1,0,1,0,34,35
349,17,9,1,1,0,0,1,0,1,34,35
350,17,10,0,0,0,1,0,1,0,34,35
351,17,11,0,0,0,0,1,0,1,34,35
352,17,12,0,0,0,1,0,1,0,34,35
353,17,13,0,0,0,0,1,0,1,34,35
354,17,14,0,0,0,1,0,1,0,34,35
355,17,15,1,0,0,0,1,0,1,34,35
356,17,16,1,0,1,1,1,2,2,34,35
357,17,17,0,0,0,0,1,0,1,34,35
358,17,18,0,1,0,1,0,1,0,34,35
359,17,19,0,0,0,0,1,0,1,34,35
360,18,0,1,0,0,1,1,2,2,36,37
361,18,1,1,0,0,1,1,2,2,36,37
362,18,2,0,0,0,1,1,2,2,36,37
363,18,3,0,1,0,1,1,2,2,36,37
364,18,4,0,0,0,1,1,2,2,36,37
365,18,5,1,1,1,1,1,2,2,36,37
366,18,6,1,0,0,1,1,2,2,36,37
367,18,7,0,0,0,1,1,2,2,36,37
368,18,8,1,0,0,1,1,2,2,36,37
369,18,9,1,0,0,1,1,2,2,36,37
370,18,10,1,0,0,1,1,2,2,36,37
371,18,11,1,0,0,1,1,2,2,36,37
372,18,12,0,0,0,1,1,2,2,36,37
373,18,13,1,0,0,1,1,2,2,36,37
374,18,14,0,0,0,1,1,2,2,36,37
375,18,15,0,1,0,1,1,2,2,36,37
376,18,16,0,0,0,1,1,2,2,36,37
377,18,17,0,0,0,1,1,2,2,36,37
378,18,18,1,0,0,1,1,2,2,36,37
379,18,19,0,1,0,1,1,2,2,36,37
380,19,0,0,0,0,0,1,0,1,38,39
381,19,1,1,0,0,1,1,2,2,38,39
382,19,2,0,0,0,1,1,2,2,38,39
383,19,3,0,0,0,1,1,2,2,38,39
384,19,4,0,0,0,1,1,2,2,38,39
385,19,5,0,0,0,1,1,2,2,38,39
386,19,6,0,0,0,1,1,2,2,38,39
387,19,7,0,0,0,1,1,2,2,38,39
388,19,8,1,0,0,1,1,2,2,38,39
389,19,9,1,0,0,1,1,2,2,38,39
390,19,10,0,0,0,1,1,2,2,38,39
391,19,11,1,0,1,0,1,0,1,38,39
392,19,12,1,0,0,1,1,2,2,38,39
393,19,13,0,0,0,1,1,2,2,38,39
394,19,14,0,1,0,1,1,2,2,38,39
395,19,15,0,0,0,1,1,2,2,38,39
396,19,16,0,0,1,0,1,0,1,38,39
397,19,17,1,0,0,1,1,2,2,38,39
398,19,18,1,1,1,0,1,0,1,38,39
399,19,19,0,1,0,1,1,2,2,38,39
400,20,0,0,0,0,0,0,1,1,40,41
401,20,1,1,0,0,0,1,0,1,40,41
402,20,2,1,0,0,1,0,1,0,40,41
403,20,3,0,0,0,0,1,0,1,40,41
404,20,4,0,1,1,0,0,1,1,40,41
405,20,5,1,0,0,0,1,0,1,40,41
406,20,6,0,0,0,0,0,1,1,40,41
407,20,7,0,0,0,0,1,0,1,40,41
408,20,8,0,0,0,0,0,1,1,40,41
409,20,9,0,1,0,0,1,0,1,40,41
410,20,10,1,0,0,1,0,1,0,40,41
411,20,11,0,0,0,0,1,0,1,40,41
412,20,12,0,0,0,0,0,1,1,40,41
413,20,13,0,0,0,0,1,0,1,40,41
414,20,14,0,1,0,0,0,1,1,40,41
415,20,15,0,0,0,0,1,0,1,40,41
416,20,16,0,0,0,0,0,1,1,40,41
417,20,17,0,0,1,0,1,0,1,40,41
418,20,18,0,0,0,0,0,1,1,40,41
419,20,19,0,0,0,0,1,0,1,40,41
420,21,0,0,1,0,0,0,1,1,42,43
421,21,1,0,0,0,0,0,1,1,42,43
422,21,2,0,0,1,1,0,1,0,42,43
423,21,3,0,0,1,1,0,1,0,42,43
424,21,4,0,0,0,0,0,1,1,42,43
425,21,5,1,0,0,0,0,1,1,42,43
426,21,6,0,0,0,0,0,1,1,42,43
427,21,7,0,1,0,0,0,1,1,42,43
428,21,8,1,1,0,0,0,1,1,42,43
429,21,9,0,1,0,0,0,1,1,42,43
430,21,10,1,0,0,0,0,1,1,42,43
431,21,11,1,0,1,1,0,1,0,42,43
432,21,12,1,0,0,0,1,0,1,42,43
433,21,13,0,0,0,1,0,1,0,42,43
434,21,14,1,0,0,0,1,0,1,42,43
435,21,15,1,0,0,1,0,1,0,42,43
436,21,16,0,0,0,0,0,1,1,42,43
437,21,17,1,0,0,0,0,1,1,42,43
438,21,18,0,0,0,0,0,1,1,42,43
439,21,19,0,0,1,1,0,1,0,42,43
440,22,0,0,0,0,1,1,2,2,44,45
441,22,1,0,0,0,1,1,2,2,44,45
442,22,2,1,0,0,1,1,2,2,44,45
443,22,3,0,1,0,1,1,2,2,44,45
444,22,4,1,0,1,1,0,1,0,44,45
445,22,5,1,0,0,0,0,1,1,44,45
446,22,6,0,1,0,0,0,1,1,44,45
447,22,7,1,0,0,0,0,1,1,44,45
448,22,8,0,0,0,0,0,1,1,44,45
449,22,9,0,1,0,0,0,1,1,44,45
450,22,10,0,0,0,0,0,1,1,44,45
451,22,11,0,1,0,0,0,1,1,44,45
452,22,12,0,1,1,0,1,0,1,44,45
453,22,13,0,0,0,1,1,2,2,44,45
454,22,14,1,0,0,1,1,2,2,44,45
455,22,15,1,0,0,1,1,2,2,44,45
456,22,16,0,0,0,1,1,2,2,44,45
457,22,17,1,0,0,1,1,2,2,44,45
458,22,18,0,0,0,1,1,2,2,44,45
459,22,19,0,0,0,1,1,2,2,44,45
460,23,0,0,0,0,0,1,0,1,46,47
461,23,1,1,1,1,1,1,2,2,46,47
462,23,2,1,0,0,0,1,0,1,46,47
463,23,3,1,0,0,1,1,2,2,46,47
464,23,4,0,0,0,0,1,0,1,46,47
465,23,5,0,1,0,1,0,1,0,46,47
466,23,6,0,1,0,0,1,0,1,46,47
467,23,7,0,0,0,1,0,1,0,46,47
468,23,8,0,1,1,0,1,0,1,46,47
469,23,9,0,0,0,1,0,1,0,46,47
470,23,10,0,0,0,0,1,0,1,46,47
471,23,11,1,1,0,1,1,2,2,46,47
472,23,12,1,0,0,0,1,0,1,46,47
473,23,13,0,0,0,1,0,1,0,46,47
474,23,14,0,0,0,0,1,0,1,46,47
475,23,15,0,0,0,1,0,1,0,46,47
476,23,16,1,1,0,0,1,0,1,46,47
477,23,17,1,0,0,1,1,2,2,46,47
478,23,18,1,0,0,0,1,0,1,46,47
479,23,19,1,0,1,1,1,2,2,46,47
480,24,0,0,0,0,1,0,1,0,48,49
481,24,1,1,0,1,1,1,2,2,48,49
482,24,2,0,0,1,1,0,1,0,48,49
483,24,3,0,0,0,1,0,1,0,48,49
484,24,4,0,0,0,1,0,1,0,48,49
485,24,5,0,0,0,1,0,1,0,48,49
486,24,6,1,1,1,1,1,2,2,48,49
487,24,7,1,0,0,1,1,2,2,48,49
488,24,8,1,1,0,1,1,2,2,48,49
489,24,9,1,1,0,1,1,2,2,48,49
490,24,10,1,0,0,1,1,2,2,48,49
491,24,11,1,0,0,1,1,2,2,48,49
492,24,12,0,0,0,1,1,2,2,48,49
493,24,13,0,0,0,1,1,2,2,48,49
494,24,14,1,0,0,1,1,2,2,48,49
495,24,15,1,0,0,1,1,2,2,48,49
496,24,16,0,0,0,1,1,2,2,48,49
497,24,17,0,0,0,1,1,2,2,48,49
498,24,18,0,0,0,1,1,2,2,48,49
499,24,19,1,0,0,1,1,2,2,48,49
500,25,0,0,0,0,0,0,1,1,50,51
501,25,1,1,0,0,0,1,0,1,50,51
502,25,2,0,0,1,1,0,1,0,50,51
503,25,3,1,0,0,1,1,2,2,50,51
504,25,4,1,0,0,1,1,2,2,50,51
505,25,5,1,0,0,1,1,2,2,50,51
506,25,6,1,1,0,1,1,2,2,50,51
507,25,7,0,0,0,1,1,2,2,50,51
508,25,8,1,0,0,1,1,2,2,50,51
509,25,9,1,1,0,1,1,2,2,50,51
510,25,10,1,0,0,1,1,2,2,50,51
511,25,11,0,0,0,1,1,2,2,50,51
512,25,12,0,0,0,1,1,2,2,50,51
513,25,13,1,0,0,1,1,2,2,50,51
514,25,14,0,0,0,1,1,2,2,50,51
515,25,15,0,0,0,1,1,2,2,50,51
516,25,16,0,0,0,1,1,2,2,50,51
517,25,17,1,1,0,1,1,2,2,50,51
518,25,18,1,0,0,1,1,2,2,50,51
519,25,19,1,0,0,1,1,2,2,50,51
520,26,0,1,0,0,0,0,1,1,52,53
521,26,1,0,1,0,0,0,1,1,52,53
522,26,2,0,1,0,0,0,1,1,52,53
523,26,3,1,0,1,0,0,1,1,52,53
524,26,4,1,1,0,0,0,1,1,52,53
525,26,5,0,1,1,0,0,1,1,52,53
526,26,6,0,1,0,0,0,1,1,52,53
527,26,7,1,1,0,0,0,1,1,52,53
528,26,8,0,0,0,0,0,1,1,52,53
529,26,9,0,0,0,0,0,1,1,52,53
530,26,10,1,1,0,0,0,1,1,52,53
531,26,11,1,1,0,0,0,1,1,52,53
532,26,12,0,0,1,0,0,1,1,52,53
533,26,13,1,0,0,0,0,1,1,52,53
534,26,14,0,0,0,0,0,1,1,52,53
535,26,15,0,0,1,0,0,1,1,52,53
536,26,16,1,1,0,0,0,1,1,52,53
537,26,17,1,0,0,0,0,1,1,52,53
538,26,18,0,0,1,0,0,1,1,52,53
539,26,19,0,0,0,0,0,1,1,52,53
540,27,0,1,0,0,1,1,2,2,54,55
541,27,1,0,0,0,1,1,2,2,54,55
542,27,2,1,0,0,1,1,2,2,54,55
543,27,3,0,0,1,1,0,1,0,54,55
544,27,4,0,0,0,1,1,2,2,54,55
545,27,5,0,0,0,1,1,2,2,54,55
546,27,6,0,1,0,1,1,2,2,54,55
547,27,7,0,0,0,1,1,2,2,54,55
548,27,8,0,0,0,1,1,2,2,54,55
549,27,9,0,0,0,1,1,2,2,54,55
550,27,10,1,1,0,1,1,2,2,54,55
551,27,11,1,0,0,1,1,2,2,54,55
552,27,12,0,1,0,1,1,2,2,54,55
553,27,13,1,0,0,1,1,2,2,54,55
554,27,14,0,0,0,1,1,2,2,54,55
555,27,15,0,0,0,1,1,2,2,54,55
556,27,16,0,1,0,1,1,2,2,54,55
557,27,17,1,1,0,1,1,2,2,54,55
558,27,18,0,1,0,1,1,2,2,54,55
559,27,19,1,0,1,1,0,1,0,54,55
560,28,0,0,1,0,1,0,1,0,56,57
561,28,1,1,0,0,1,0,1,0,56,57
562,28,2,0,1,0,1,0,1,0,56,57
563,28,3,0,0,0,1,0,1,0,56,57
564,28,4,1,0,0,1,0,1,0,56,57
565,28,5,0,0,0,1,0,1,0,56,57
566,28,6,1,0,0,1,0,1,0,56,57
567,28,7,0,0,0,1,0,1,0,56,57
568,28,8,0,0,0,1,0,1,0,56,57
569,28,9,1,0,0,1,0,1,0,56,57
570,28,10,0,0,0,1,0,1,0,56,57
571,28,11,0,1,0,1,0,1,0,56,57
572,28,12,1,0,0,1,0,1,0,56,57
573,28,13,0,0,0,1,0,1,0,56,57
574,28,14,1,0,0,1,0,1,0,56,57
575,28,15,0,0,0,1,0,1,0,56,57
576,28,16,0,1,0,1,0,1,0,56,57
577,28,17,0,0,0,1,0,1,0,56,57
578,28,18,0,0,0,1,0,1,0,56,57
579,28,19,0,0,1,0,1,0,1,56,57
